faiss_index,corpus_row_index,chunk_id,doc_id
103,103,doc_00103_dd2755c7_chunk_0,doc_00103_dd2755c7
104,104,doc_00104_2ffb5c29_chunk_0,doc_00104_2ffb5c29
105,105,doc_00105_151c99d1_chunk_0,doc_00105_151c99d1
106,106,doc_00106_188f66d0_chunk_0,doc_00106_188f66d0
107,107,doc_00107_8c9049b9_chunk_0,doc_00107_8c9049b9
108,108,doc_00108_536217cc_chunk_0,doc_00108_536217cc
109,109,doc_00109_936ad872_chunk_0,doc_00109_936ad872
110,110,doc_00110_e70a7711_chunk_0,doc_00110_e70a7711
111,111,doc_00111_8ccb2c08_chunk_0,doc_00111_8ccb2c08
112,112,doc_00112_2faff423_chunk_0,doc_00112_2faff423
113,113,doc_00113_04cfd5de_chunk_0,doc_00113_04cfd5de
114,114,doc_00114_1389e528_chunk_0,doc_00114_1389e528
115,115,doc_00115_0f26528b_chunk_0,doc_00115_0f26528b
116,116,doc_00116_ce4dfe7e_chunk_0,doc_00116_ce4dfe7e
117,117,doc_00117_18d802cd_chunk_0,doc_00117_18d802cd
118,118,doc_00118_4aacddfe_chunk_0,doc_00118_4aacddfe
119,119,doc_00119_3152dac6_chunk_0,doc_00119_3152dac6
120,120,doc_00120_a46d5e62_chunk_0,doc_00120_a46d5e62
121,121,doc_00121_52353778_chunk_0,doc_00121_52353778
122,122,doc_00122_ad0b89fa_chunk_0,doc_00122_ad0b89fa
123,123,doc_00123_6574254c_chunk_0,doc_00123_6574254c
124,124,doc_00124_40ef585f_chunk_0,doc_00124_40ef585f
125,125,doc_00125_601ebe22_chunk_0,doc_00125_601ebe22
126,126,doc_00126_1b2f0ae2_chunk_0,doc_00126_1b2f0ae2
127,127,doc_00127_79017a7e_chunk_0,doc_00127_79017a7e
128,128,doc_00128_6bdd5c93_chunk_0,doc_00128_6bdd5c93
129,129,doc_00129_4174c40f_chunk_0,doc_00129_4174c40f
130,130,doc_00130_015a0030_chunk_0,doc_00130_015a0030
131,131,doc_00131_36e5281b_chunk_0,doc_00131_36e5281b
132,132,doc_00132_81dadbf7_chunk_0,doc_00132_81dadbf7
133,133,doc_00133_fc1df628_chunk_0,doc_00133_fc1df628
134,134,doc_00134_5d342e67_chunk_0,doc_00134_5d342e67
135,135,doc_00135_08f7f446_chunk_0,doc_00135_08f7f446
136,136,doc_00136_83e23b84_chunk_0,doc_00136_83e23b84
137,137,doc_00137_1e7f55a5_chunk_0,doc_00137_1e7f55a5
138,138,doc_00138_029e5c12_chunk_0,doc_00138_029e5c12
139,139,doc_00139_40a2efd0_chunk_0,doc_00139_40a2efd0
140,140,doc_00140_2b19a27c_chunk_0,doc_00140_2b19a27c
141,141,doc_00141_2986433c_chunk_0,doc_00141_2986433c
142,142,doc_00142_ec883500_chunk_0,doc_00142_ec883500
143,143,doc_00143_63a164ec_chunk_0,doc_00143_63a164ec
144,144,doc_00144_d894c590_chunk_0,doc_00144_d894c590
145,145,doc_00145_896fcda2_chunk_0,doc_00145_896fcda2
146,146,doc_00146_1e1091a5_chunk_0,doc_00146_1e1091a5
147,147,doc_00147_44a27aba_chunk_0,doc_00147_44a27aba
148,148,doc_00148_eb1e36a7_chunk_0,doc_00148_eb1e36a7
149,149,doc_00149_9d9ce2cc_chunk_0,doc_00149_9d9ce2cc
150,150,doc_00150_71dc3cf2_chunk_0,doc_00150_71dc3cf2
151,151,doc_00151_20c0d3db_chunk_0,doc_00151_20c0d3db
152,152,doc_00152_03b42b8c_chunk_0,doc_00152_03b42b8c
153,153,doc_00153_488fbef2_chunk_0,doc_00153_488fbef2
154,154,doc_00154_db53c371_chunk_0,doc_00154_db53c371
155,155,doc_00155_b335b805_chunk_0,doc_00155_b335b805
156,156,doc_00156_796eae83_chunk_0,doc_00156_796eae83
157,157,doc_00157_15ae982b_chunk_0,doc_00157_15ae982b
158,158,doc_00158_689df9ad_chunk_0,doc_00158_689df9ad
159,159,doc_00159_f800ff5d_chunk_0,doc_00159_f800ff5d
160,160,doc_00160_7c387ec4_chunk_0,doc_00160_7c387ec4
161,161,doc_00161_dfd50cd6_chunk_0,doc_00161_dfd50cd6
162,162,doc_00162_ef475363_chunk_0,doc_00162_ef475363
163,163,doc_00163_6d9de9f3_chunk_0,doc_00163_6d9de9f3
164,164,doc_00164_3cd9a0a0_chunk_0,doc_00164_3cd9a0a0
165,165,doc_00165_d2dc4468_chunk_0,doc_00165_d2dc4468
166,166,doc_00166_9257410d_chunk_0,doc_00166_9257410d
167,167,doc_00167_add4c491_chunk_0,doc_00167_add4c491
168,168,doc_00168_2bc6b3ef_chunk_0,doc_00168_2bc6b3ef
169,169,doc_00169_2da912c5_chunk_0,doc_00169_2da912c5
170,170,doc_00170_f011a48e_chunk_0,doc_00170_f011a48e
171,171,doc_00171_e8b0b4e8_chunk_0,doc_00171_e8b0b4e8
172,172,doc_00172_7ab8b877_chunk_0,doc_00172_7ab8b877
173,173,doc_00173_cc15e1d7_chunk_0,doc_00173_cc15e1d7
174,174,doc_00174_108976e3_chunk_0,doc_00174_108976e3
175,175,doc_00175_47c6637c_chunk_0,doc_00175_47c6637c
176,176,doc_00176_2cf134f3_chunk_0,doc_00176_2cf134f3
177,177,doc_00177_90101371_chunk_0,doc_00177_90101371
178,178,doc_00178_36bbc9d8_chunk_0,doc_00178_36bbc9d8
179,179,doc_00179_f50c70fb_chunk_0,doc_00179_f50c70fb
180,180,doc_00180_0865e67b_chunk_0,doc_00180_0865e67b
181,181,doc_00181_4160aba6_chunk_0,doc_00181_4160aba6
182,182,doc_00182_f8b415f0_chunk_0,doc_00182_f8b415f0
183,183,doc_00183_5faebad0_chunk_0,doc_00183_5faebad0
184,184,doc_00184_b21bf608_chunk_0,doc_00184_b21bf608
185,185,doc_00185_94c775c9_chunk_0,doc_00185_94c775c9
186,186,doc_00186_911e5ecb_chunk_0,doc_00186_911e5ecb
187,187,doc_00187_4cd91ddc_chunk_0,doc_00187_4cd91ddc
188,188,doc_00188_ec99c8e8_chunk_0,doc_00188_ec99c8e8
189,189,doc_00189_59a11215_chunk_0,doc_00189_59a11215
190,190,doc_00190_c5aa190b_chunk_0,doc_00190_c5aa190b
191,191,doc_00191_55c09417_chunk_0,doc_00191_55c09417
192,192,doc_00192_188e2f5e_chunk_0,doc_00192_188e2f5e
193,193,doc_00193_b2c0c722_chunk_0,doc_00193_b2c0c722
194,194,doc_00194_b61b486a_chunk_0,doc_00194_b61b486a
195,195,doc_00195_22b5afb9_chunk_0,doc_00195_22b5afb9
196,196,doc_00196_3be6ad0e_chunk_0,doc_00196_3be6ad0e
197,197,doc_00197_354e41b6_chunk_0,doc_00197_354e41b6
198,198,doc_00198_563b5d85_chunk_0,doc_00198_563b5d85
199,199,doc_00199_c2c1e422_chunk_0,doc_00199_c2c1e422
200,200,doc_00200_718bd3b9_chunk_0,doc_00200_718bd3b9
201,201,doc_00201_db655994_chunk_0,doc_00201_db655994
202,202,doc_00202_d2b4f569_chunk_0,doc_00202_d2b4f569
203,203,doc_00203_44a2d580_chunk_0,doc_00203_44a2d580
204,204,doc_00204_267ec991_chunk_0,doc_00204_267ec991
205,205,doc_00205_c135207a_chunk_0,doc_00205_c135207a
206,206,doc_00206_edca1fbe_chunk_0,doc_00206_edca1fbe
207,207,doc_00207_a453eef5_chunk_0,doc_00207_a453eef5
208,208,doc_00208_c6b0afe0_chunk_0,doc_00208_c6b0afe0
209,209,doc_00208_c6b0afe0_chunk_1,doc_00208_c6b0afe0
210,210,doc_00209_8a3b21d5_chunk_0,doc_00209_8a3b21d5
211,211,doc_00210_b7665502_chunk_0,doc_00210_b7665502
212,212,doc_00211_29cfc9b5_chunk_0,doc_00211_29cfc9b5
213,213,doc_00212_48bc1fd2_chunk_0,doc_00212_48bc1fd2
214,214,doc_00213_a9a9e68a_chunk_0,doc_00213_a9a9e68a
215,215,doc_00214_5bebd88c_chunk_0,doc_00214_5bebd88c
216,216,doc_00215_877acc6a_chunk_0,doc_00215_877acc6a
217,217,doc_00216_cd72b0fd_chunk_0,doc_00216_cd72b0fd
218,218,doc_00217_0336938f_chunk_0,doc_00217_0336938f
219,219,doc_00218_977be40d_chunk_0,doc_00218_977be40d
220,220,doc_00219_36786080_chunk_0,doc_00219_36786080
221,221,doc_00220_34ee1f91_chunk_0,doc_00220_34ee1f91
222,222,doc_00221_54393ab9_chunk_0,doc_00221_54393ab9
223,223,doc_00222_558b40a8_chunk_0,doc_00222_558b40a8
224,224,doc_00223_98096ab3_chunk_0,doc_00223_98096ab3
225,225,doc_00224_8fc89677_chunk_0,doc_00224_8fc89677
226,226,doc_00225_d4641ad8_chunk_0,doc_00225_d4641ad8
227,227,doc_00226_fd69cc7d_chunk_0,doc_00226_fd69cc7d
228,228,doc_00227_e465ee49_chunk_0,doc_00227_e465ee49
229,229,doc_00228_bb684756_chunk_0,doc_00228_bb684756
230,230,doc_00229_0a121a0b_chunk_0,doc_00229_0a121a0b
231,231,doc_00230_fbeb36df_chunk_0,doc_00230_fbeb36df
232,232,doc_00231_a99a3f38_chunk_0,doc_00231_a99a3f38
233,233,doc_00232_7b5c28d8_chunk_0,doc_00232_7b5c28d8
234,234,doc_00233_708da640_chunk_0,doc_00233_708da640
235,235,doc_00234_0454bb01_chunk_0,doc_00234_0454bb01
236,236,doc_00235_f3d5a82a_chunk_0,doc_00235_f3d5a82a
237,237,doc_00236_b070a3c5_chunk_0,doc_00236_b070a3c5
238,238,doc_00237_bd4c9351_chunk_0,doc_00237_bd4c9351
239,239,doc_00238_6ad41a51_chunk_0,doc_00238_6ad41a51
240,240,doc_00239_8c3e547f_chunk_0,doc_00239_8c3e547f
241,241,doc_00240_20d6b292_chunk_0,doc_00240_20d6b292
242,242,doc_00241_fe6d539c_chunk_0,doc_00241_fe6d539c
243,243,doc_00242_47e3e56a_chunk_0,doc_00242_47e3e56a
244,244,doc_00243_a4c50b74_chunk_0,doc_00243_a4c50b74
245,245,doc_00244_eeedb2b8_chunk_0,doc_00244_eeedb2b8
246,246,doc_00245_44bf349f_chunk_0,doc_00245_44bf349f
247,247,doc_00246_c51859f9_chunk_0,doc_00246_c51859f9
248,248,doc_00247_2ba5b3b6_chunk_0,doc_00247_2ba5b3b6
249,249,doc_00248_989bcb94_chunk_0,doc_00248_989bcb94
250,250,doc_00249_065afcae_chunk_0,doc_00249_065afcae
251,251,doc_00250_1b2e4261_chunk_0,doc_00250_1b2e4261
252,252,doc_00251_c47ad28c_chunk_0,doc_00251_c47ad28c
253,253,doc_00252_c247d055_chunk_0,doc_00252_c247d055
254,254,doc_00253_a02cda7e_chunk_0,doc_00253_a02cda7e
255,255,doc_00254_db704669_chunk_0,doc_00254_db704669
256,256,doc_00255_dcf19a6b_chunk_0,doc_00255_dcf19a6b
257,257,doc_00256_03350723_chunk_0,doc_00256_03350723
258,258,doc_00257_19ce4764_chunk_0,doc_00257_19ce4764
259,259,doc_00258_f203b33e_chunk_0,doc_00258_f203b33e
260,260,doc_00259_d041e283_chunk_0,doc_00259_d041e283
261,261,doc_00260_88450a83_chunk_0,doc_00260_88450a83
262,262,doc_00261_5699d97d_chunk_0,doc_00261_5699d97d
263,263,doc_00262_c758e281_chunk_0,doc_00262_c758e281
264,264,doc_00263_4c864fe4_chunk_0,doc_00263_4c864fe4
265,265,doc_00264_9c929d78_chunk_0,doc_00264_9c929d78
266,266,doc_00265_84078b1f_chunk_0,doc_00265_84078b1f
267,267,doc_00266_28bfba4a_chunk_0,doc_00266_28bfba4a
268,268,doc_00267_340be129_chunk_0,doc_00267_340be129
269,269,doc_00268_c7e0cbb4_chunk_0,doc_00268_c7e0cbb4
270,270,doc_00269_e663f995_chunk_0,doc_00269_e663f995
271,271,doc_00270_a93d4249_chunk_0,doc_00270_a93d4249
272,272,doc_00271_c89263f6_chunk_0,doc_00271_c89263f6
273,273,doc_00272_bbe1853e_chunk_0,doc_00272_bbe1853e
274,274,doc_00273_537d2cb0_chunk_0,doc_00273_537d2cb0
275,275,doc_00274_94cbc5a8_chunk_0,doc_00274_94cbc5a8
276,276,doc_00275_8683c39a_chunk_0,doc_00275_8683c39a
277,277,doc_00276_1b9fec2c_chunk_0,doc_00276_1b9fec2c
278,278,doc_00277_23e54b3d_chunk_0,doc_00277_23e54b3d
279,279,doc_00278_20d39058_chunk_0,doc_00278_20d39058
280,280,doc_00279_5231ca89_chunk_0,doc_00279_5231ca89
281,281,doc_00280_ea08c461_chunk_0,doc_00280_ea08c461
282,282,doc_00281_f7d8c605_chunk_0,doc_00281_f7d8c605
283,283,doc_00282_596ad982_chunk_0,doc_00282_596ad982
284,284,doc_00283_fa6c308e_chunk_0,doc_00283_fa6c308e
285,285,doc_00284_be4e8fdb_chunk_0,doc_00284_be4e8fdb
286,286,doc_00285_7d5d93d3_chunk_0,doc_00285_7d5d93d3
287,287,doc_00286_b8a66e04_chunk_0,doc_00286_b8a66e04
288,288,doc_00286_b8a66e04_chunk_1,doc_00286_b8a66e04
289,289,doc_00287_d3a48245_chunk_0,doc_00287_d3a48245
290,290,doc_00288_1ff1afe3_chunk_0,doc_00288_1ff1afe3
291,291,doc_00289_e7ef1850_chunk_0,doc_00289_e7ef1850
292,292,doc_00290_46cbc378_chunk_0,doc_00290_46cbc378
293,293,doc_00291_35c68002_chunk_0,doc_00291_35c68002
294,294,doc_00292_f8d46a12_chunk_0,doc_00292_f8d46a12
295,295,doc_00293_361a4141_chunk_0,doc_00293_361a4141
296,296,doc_00294_aa196490_chunk_0,doc_00294_aa196490
297,297,doc_00295_e00c4264_chunk_0,doc_00295_e00c4264
298,298,doc_00295_e00c4264_chunk_1,doc_00295_e00c4264
299,299,doc_00296_d274ac61_chunk_0,doc_00296_d274ac61
300,300,doc_00296_d274ac61_chunk_1,doc_00296_d274ac61
301,301,doc_00297_8db0a15f_chunk_0,doc_00297_8db0a15f
302,302,doc_00297_8db0a15f_chunk_1,doc_00297_8db0a15f
303,303,doc_00298_ca7f9f66_chunk_0,doc_00298_ca7f9f66
304,304,doc_00299_17d53580_chunk_0,doc_00299_17d53580
305,305,doc_00300_02213423_chunk_0,doc_00300_02213423
306,306,doc_00301_ab91d1bd_chunk_0,doc_00301_ab91d1bd
307,307,doc_00302_5b15ece5_chunk_0,doc_00302_5b15ece5
308,308,doc_00303_01d6806c_chunk_0,doc_00303_01d6806c
309,309,doc_00303_01d6806c_chunk_1,doc_00303_01d6806c
310,310,doc_00304_db4cef76_chunk_0,doc_00304_db4cef76
311,311,doc_00304_db4cef76_chunk_1,doc_00304_db4cef76
312,312,doc_00305_5fb732a4_chunk_0,doc_00305_5fb732a4
313,313,doc_00306_40e62939_chunk_0,doc_00306_40e62939
314,314,doc_00306_40e62939_chunk_1,doc_00306_40e62939
315,315,doc_00307_77f9eaaa_chunk_0,doc_00307_77f9eaaa
316,316,doc_00308_b557d99f_chunk_0,doc_00308_b557d99f
317,317,doc_00309_5cace28d_chunk_0,doc_00309_5cace28d
318,318,doc_00310_be1d47e2_chunk_0,doc_00310_be1d47e2
319,319,doc_00310_be1d47e2_chunk_1,doc_00310_be1d47e2
320,320,doc_00311_0ad8557c_chunk_0,doc_00311_0ad8557c
321,321,doc_00311_0ad8557c_chunk_1,doc_00311_0ad8557c
322,322,doc_00312_084fc3ad_chunk_0,doc_00312_084fc3ad
323,323,doc_00312_084fc3ad_chunk_1,doc_00312_084fc3ad
324,324,doc_00313_0a3d46c9_chunk_0,doc_00313_0a3d46c9
325,325,doc_00313_0a3d46c9_chunk_1,doc_00313_0a3d46c9
326,326,doc_00314_9174221a_chunk_0,doc_00314_9174221a
327,327,doc_00314_9174221a_chunk_1,doc_00314_9174221a
328,328,doc_00315_dcaf056f_chunk_0,doc_00315_dcaf056f
329,329,doc_00316_84c0b137_chunk_0,doc_00316_84c0b137
330,330,doc_00316_84c0b137_chunk_1,doc_00316_84c0b137
331,331,doc_00317_8c87b532_chunk_0,doc_00317_8c87b532
332,332,doc_00318_25a9b061_chunk_0,doc_00318_25a9b061
333,333,doc_00318_25a9b061_chunk_1,doc_00318_25a9b061
334,334,doc_00319_a0e967d6_chunk_0,doc_00319_a0e967d6
335,335,doc_00320_c1ebb2b3_chunk_0,doc_00320_c1ebb2b3
336,336,doc_00320_c1ebb2b3_chunk_1,doc_00320_c1ebb2b3
337,337,doc_00321_8d4e9c8d_chunk_0,doc_00321_8d4e9c8d
338,338,doc_00321_8d4e9c8d_chunk_1,doc_00321_8d4e9c8d
339,339,doc_00322_b3eecae2_chunk_0,doc_00322_b3eecae2
340,340,doc_00323_4e193613_chunk_0,doc_00323_4e193613
341,341,doc_00324_8724a56a_chunk_0,doc_00324_8724a56a
342,342,doc_00325_534e5fc8_chunk_0,doc_00325_534e5fc8
343,343,doc_00326_3d52ff2b_chunk_0,doc_00326_3d52ff2b
344,344,doc_00327_d7152759_chunk_0,doc_00327_d7152759
345,345,doc_00328_18e0ee85_chunk_0,doc_00328_18e0ee85
346,346,doc_00329_2206b9eb_chunk_0,doc_00329_2206b9eb
347,347,doc_00330_fa377244_chunk_0,doc_00330_fa377244
348,348,doc_00331_3100cccf_chunk_0,doc_00331_3100cccf
349,349,doc_00332_8ef3703f_chunk_0,doc_00332_8ef3703f
350,350,doc_00333_cecfa078_chunk_0,doc_00333_cecfa078
351,351,doc_00334_f883589b_chunk_0,doc_00334_f883589b
352,352,doc_00335_7ba957b8_chunk_0,doc_00335_7ba957b8
353,353,doc_00336_f09a444e_chunk_0,doc_00336_f09a444e
354,354,doc_00337_c7ba8afa_chunk_0,doc_00337_c7ba8afa
355,355,doc_00338_fe54b36e_chunk_0,doc_00338_fe54b36e
356,356,doc_00339_49c5daee_chunk_0,doc_00339_49c5daee
357,357,doc_00340_aec84cfe_chunk_0,doc_00340_aec84cfe
358,358,doc_00341_261bda79_chunk_0,doc_00341_261bda79
359,359,doc_00342_69c094fb_chunk_0,doc_00342_69c094fb
360,360,doc_00343_d33653a9_chunk_0,doc_00343_d33653a9
361,361,doc_00344_9d069a98_chunk_0,doc_00344_9d069a98
362,362,doc_00345_2cc5838b_chunk_0,doc_00345_2cc5838b
363,363,doc_00346_388c020d_chunk_0,doc_00346_388c020d
364,364,doc_00347_d62dd01d_chunk_0,doc_00347_d62dd01d
365,365,doc_00348_1053d814_chunk_0,doc_00348_1053d814
366,366,doc_00349_779c3c7b_chunk_0,doc_00349_779c3c7b
367,367,doc_00350_051d2652_chunk_0,doc_00350_051d2652
368,368,doc_00351_0b4c8cee_chunk_0,doc_00351_0b4c8cee
369,369,doc_00352_5dfb9c56_chunk_0,doc_00352_5dfb9c56
370,370,doc_00353_04d42e7e_chunk_0,doc_00353_04d42e7e
371,371,doc_00354_97ca341f_chunk_0,doc_00354_97ca341f
372,372,doc_00355_f33ba60f_chunk_0,doc_00355_f33ba60f
373,373,doc_00356_cb363ea9_chunk_0,doc_00356_cb363ea9
374,374,doc_00357_b538e478_chunk_0,doc_00357_b538e478
375,375,doc_00358_23e8c83f_chunk_0,doc_00358_23e8c83f
376,376,doc_00359_f44d902b_chunk_0,doc_00359_f44d902b
377,377,doc_00360_9c22cf36_chunk_0,doc_00360_9c22cf36
378,378,doc_00361_d6afff5e_chunk_0,doc_00361_d6afff5e
379,379,doc_00362_7c96d22a_chunk_0,doc_00362_7c96d22a
380,380,doc_00363_b4387d0d_chunk_0,doc_00363_b4387d0d
381,381,doc_00364_56958df6_chunk_0,doc_00364_56958df6
382,382,doc_00365_24e8fd41_chunk_0,doc_00365_24e8fd41
383,383,doc_00366_a957e1fa_chunk_0,doc_00366_a957e1fa
384,384,doc_00367_e1f015fe_chunk_0,doc_00367_e1f015fe
385,385,doc_00368_eb0fcaf1_chunk_0,doc_00368_eb0fcaf1
386,386,doc_00369_3d5a4033_chunk_0,doc_00369_3d5a4033
387,387,doc_00370_1699e011_chunk_0,doc_00370_1699e011
388,388,doc_00371_0b2220c3_chunk_0,doc_00371_0b2220c3
389,389,doc_00372_36b0aaa1_chunk_0,doc_00372_36b0aaa1
390,390,doc_00373_6143586f_chunk_0,doc_00373_6143586f
391,391,doc_00374_914f8cc3_chunk_0,doc_00374_914f8cc3
392,392,doc_00375_da99dcd2_chunk_0,doc_00375_da99dcd2
393,393,doc_00376_311cc82e_chunk_0,doc_00376_311cc82e
394,394,doc_00377_530bb065_chunk_0,doc_00377_530bb065
395,395,doc_00378_5ecb7da8_chunk_0,doc_00378_5ecb7da8
396,396,doc_00379_f99b2bfd_chunk_0,doc_00379_f99b2bfd
